@timestamp,system.cpu.user.pct,system.cpu.system.pct,system.cpu.idle.pct,system.cpu.iowait.pct,system.cpu.softirq.pct,system.cpu.total.pct,label
2018-01-01 00:20:40,0.2263,0.0603,3.7043,0.003,0.006,0.2957,0
2018-01-01 00:20:50,0.1959,0.0535,3.7274,0.0111,0.0121,0.2726,0
2018-01-01 00:21:00,0.2197,0.0655,3.6987,0.0071,0.0091,0.3013,0
2018-01-01 00:21:10,0.2675,0.0513,3.6682,0.003,0.0101,0.3318,0
2018-01-01 00:21:20,0.203,0.0543,3.7267,0.005,0.0111,0.2733,0
2018-01-01 00:21:30,0.2265,0.0654,3.69,0.005,0.0131,0.31,0
2018-01-01 00:21:40,0.2378,0.0572,3.6939,0.003,0.008,0.3061,0
2018-01-01 00:21:50,0.2227,0.0482,3.7131,0.006999999999999999,0.009000000000000001,0.2869,0
2018-01-01 00:22:00,0.2547,0.0602,3.6591,0.017,0.009000000000000001,0.3409,0
2018-01-01 00:22:10,0.2623,0.0641,3.6556,0.005,0.013000000000000001,0.3444,0
2018-01-01 00:22:20,0.1956,0.0494,3.7328,0.0121,0.0101,0.2672,0
2018-01-01 00:22:30,0.2411,0.0713,3.6775,0.003,0.006999999999999999,0.3225,0
2018-01-01 00:22:40,0.2175,0.0564,3.7110000000000003,0.003,0.0121,0.289,0
2018-01-01 00:22:50,0.2304,0.0561,3.7025,0.002,0.009000000000000001,0.2975,0
2018-01-01 00:23:00,0.2292,0.0633,3.6833,0.009000000000000001,0.0151,0.3167,0
2018-01-01 00:23:10,0.2626,0.0601,3.6642,0.004,0.009000000000000001,0.3358,0
2018-01-01 00:23:20,0.2089,0.0525,3.7174,0.0141,0.0071,0.2826,0
2018-01-01 00:23:30,0.2482,0.0691,3.6667,0.004,0.012,0.3333,0
2018-01-01 00:23:40,0.2216,0.0594,3.6979,0.006999999999999999,0.0141,0.3021,0
2018-01-01 00:23:50,0.2213,0.0483,3.7144,0.006,0.0101,0.2856,0
2018-01-01 00:24:00,0.222,0.0646,3.7023,0.004,0.0071,0.2977,0
2018-01-01 00:24:10,0.22399999999999998,0.0555,3.7064,0.002,0.0121,0.2936,0
2018-01-01 00:24:20,0.2252,0.0493,3.6884,0.0261,0.0111,0.3116,0
2018-01-01 00:24:30,0.2719,0.0692,3.6448,0.004,0.01,0.3552,0
2018-01-01 00:24:40,0.2083,0.0445,3.735,0.004,0.0081,0.265,0
2018-01-01 00:24:50,0.2279,0.0504,3.7095,0.003,0.0091,0.2905,0
2018-01-01 00:25:00,0.2031,0.0626,3.7161,0.0071,0.0111,0.2839,0
2018-01-01 00:25:10,0.2181,0.0583,3.7105,0.002,0.0111,0.2895,0
2018-01-01 00:25:20,0.215,0.0467,3.7252,0.003,0.0101,0.2748,0
2018-01-01 00:25:30,0.2129,0.0676,3.7004,0.004,0.0151,0.2996,0
2018-01-01 00:25:40,0.1886,0.0595,3.7409,0.002,0.0091,0.2591,0
2018-01-01 00:25:50,0.2326,0.0564,3.6919,0.0101,0.0091,0.3081,0
2018-01-01 00:26:00,0.2319,0.0683,3.6888,0.002,0.009000000000000001,0.3112,0
2018-01-01 00:26:10,0.2522,0.0548,3.6721,0.006999999999999999,0.013999999999999999,0.3279,0
2018-01-01 00:26:20,0.2045,0.0564,3.7239999999999998,0.003,0.0121,0.276,0
2018-01-01 00:26:30,0.2627,0.0729,3.6235,0.031,0.01,0.3765,0
2018-01-01 00:26:40,0.2035,0.0504,3.73,0.003,0.0131,0.27,0
2018-01-01 00:26:50,0.2187,0.0554,3.7087,0.0081,0.0091,0.2913,0
2018-01-01 00:27:00,0.217,0.0558,3.715,0.0051,0.0071,0.285,0
2018-01-01 00:27:10,0.2015,0.0496,3.7368,0.003,0.0091,0.2632,0
2018-01-01 00:27:20,0.2108,0.0585,3.7206,0.003,0.0071,0.2794,0
2018-01-01 00:27:30,0.2583,0.0731,3.6546,0.003,0.011000000000000001,0.3454,0
2018-01-01 00:27:40,0.2047,0.0602,3.717,0.006,0.012,0.28300000000000003,0
2018-01-01 00:27:50,0.2053,0.0544,3.7252,0.003,0.0121,0.2748,0
2018-01-01 00:28:00,0.2324,0.0596,3.6898,0.0101,0.0081,0.3102,0
2018-01-01 00:28:10,0.2355,0.0611,3.6914,0.003,0.009000000000000001,0.3086,0
2018-01-01 00:28:20,0.1909,0.0596,3.7303,0.0111,0.0081,0.2697,0
2018-01-01 00:28:30,0.239,0.0683,3.6777,0.003,0.012,0.3223,0
2018-01-01 00:28:40,0.2229,0.0552,3.7078,0.005,0.009000000000000001,0.2922,0
2018-01-01 00:28:50,0.2344,0.0571,3.6965,0.005,0.006999999999999999,0.3035,0
2018-01-01 00:29:00,0.2252,0.0555,3.6839,0.0212,0.0141,0.3161,0
2018-01-01 00:29:10,0.2342,0.0533,3.6995,0.003,0.0101,0.3005,0
2018-01-01 00:29:20,0.23399999999999999,0.0565,3.6974,0.003,0.0091,0.3026,0
2018-01-01 00:29:30,0.2736,0.0624,3.6479,0.008,0.008,0.3521,0
2018-01-01 00:29:40,0.2196,0.0423,3.7260000000000004,0.003,0.0091,0.27399999999999997,0
2018-01-01 00:29:50,0.2548,0.0413,3.6928,0.002,0.0091,0.3072,0
2018-01-01 00:30:00,0.3367,0.0691,3.5782,0.003,0.013000000000000001,0.4218,0
2018-01-01 00:30:10,0.226,0.0505,3.6811,0.0333,0.0091,0.3189,0
2018-01-01 00:30:20,0.5239,0.0633,3.3967,0.003,0.0131,0.6033,0
2018-01-01 00:30:30,0.2566,0.0782,3.6481,0.006,0.011000000000000001,0.3519,0
2018-01-01 00:30:40,0.3769,0.0672,3.5348,0.005,0.016,0.4652,0
2018-01-01 00:30:50,0.5061,0.0646,3.4071,0.003,0.0192,0.5929,0
2018-01-01 00:31:00,0.3135,0.0771,3.5853,0.006,0.018000000000000002,0.4147,0
2018-01-01 00:31:10,0.2265,0.0485,3.7118,0.0061,0.0071,0.2882,0
2018-01-01 00:31:20,0.4169,0.0512,3.5148,0.004,0.0131,0.4852,0
2018-01-01 00:31:30,0.3072,0.0735,3.5911,0.005,0.0232,0.4089,0
2018-01-01 00:31:40,0.3827,0.0573,3.5419,0.003,0.0151,0.4581,0
2018-01-01 00:31:50,0.4356,0.0595,3.4797,0.003,0.0222,0.5203,0
2018-01-01 00:32:00,0.2805,0.0595,3.6256,0.0172,0.0172,0.3744,0
2018-01-01 00:32:10,0.2549,0.0512,3.6759,0.003,0.0151,0.3241,0
2018-01-01 00:32:20,0.2469,0.0615,3.6756,0.005,0.0111,0.3244,0
2018-01-01 00:32:30,0.8074,0.0694,3.1001,0.009000000000000001,0.0141,0.8999,0
2018-01-01 00:32:40,0.3528,0.0523,3.5779,0.003,0.0141,0.4221,0
2018-01-01 00:32:50,0.4465,0.0646,3.4323,0.0404,0.0162,0.5677,0
2018-01-01 00:33:00,0.2862,0.0627,3.6258,0.004,0.0212,0.3742,0
2018-01-01 00:33:10,0.3162,0.0691,3.5927,0.003,0.019,0.4073,0
2018-01-01 00:33:20,0.2535,0.0611,3.6493,0.022000000000000002,0.013999999999999999,0.3507,0
2018-01-01 00:33:30,0.2421,0.0535,3.6671,0.0252,0.0121,0.3329,0
2018-01-01 00:33:40,0.2433,0.0533,3.6923,0.002,0.009000000000000001,0.3077,0
2018-01-01 00:33:50,0.2212,0.0606,3.7051,0.002,0.0111,0.2949,0
2018-01-01 00:34:00,0.2237,0.0655,3.6887,0.0111,0.0111,0.3113,0
2018-01-01 00:34:10,0.2571,0.0532,3.6756,0.005,0.009000000000000001,0.3244,0
2018-01-01 00:34:20,0.2661,0.0565,3.6643,0.003,0.0101,0.3357,0
2018-01-01 00:34:30,0.2513,0.0781,3.6556,0.003,0.012,0.3444,0
2018-01-01 00:34:40,0.2326,0.0582,3.6942,0.003,0.012,0.3058,0
2018-01-01 00:34:50,0.2169,0.068,3.6971,0.002,0.016,0.3029,0
2018-01-01 00:35:00,0.226,0.0595,3.6923,0.0141,0.0081,0.3077,0
2018-01-01 00:35:10,0.2194,0.0556,3.7118,0.003,0.0101,0.2882,0
2018-01-01 00:35:20,0.2202,0.0573,3.7125,0.002,0.008,0.2875,0
2018-01-01 00:35:30,0.254,0.0494,3.6815,0.005,0.0101,0.3185,0
2018-01-01 00:35:40,0.2276,0.0581,3.6992,0.006999999999999999,0.008,0.3008,0
2018-01-01 00:35:50,0.2281,0.069,3.6888,0.005,0.009000000000000001,0.3112,0
2018-01-01 00:36:00,0.2412,0.0414,3.7053,0.003,0.0091,0.2947,0
2018-01-01 00:36:10,0.2233,0.0525,3.7089999999999996,0.0051,0.0101,0.29100000000000004,0
2018-01-01 00:36:20,0.2001,0.0495,3.7383,0.003,0.0091,0.2617,0
2018-01-01 00:36:30,0.2455,0.0634,3.6761,0.004,0.0111,0.3239,0
2018-01-01 00:36:40,0.2267,0.0602,3.6871,0.0201,0.006,0.3129,0
2018-01-01 00:36:50,0.2358,0.0512,3.702,0.002,0.009000000000000001,0.298,0
2018-01-01 00:37:00,0.2639,0.0632,3.6599,0.002,0.011000000000000001,0.3401,0
2018-01-01 00:37:10,0.2218,0.0615,3.6976,0.0071,0.0121,0.3024,0
2018-01-01 00:37:20,0.2074,0.0564,3.7241,0.003,0.0091,0.2759,0
2018-01-01 00:37:30,0.2553,0.0643,3.6663,0.002,0.0121,0.3337,0
2018-01-01 00:37:40,0.2199,0.0582,3.6958,0.0171,0.009000000000000001,0.3042,0
2018-01-01 00:37:50,0.2053,0.0495,3.73,0.003,0.0121,0.27,0
2018-01-01 00:38:00,0.2555,0.0473,3.6862,0.002,0.0091,0.3138,0
2018-01-01 00:38:10,0.2384,0.0573,3.6912,0.004,0.0091,0.3088,0
2018-01-01 00:38:20,0.2184,0.0533,3.7141,0.003,0.0111,0.2859,0
2018-01-01 00:38:30,0.245,0.0544,3.6643,0.0252,0.0111,0.3357,0
2018-01-01 00:38:40,0.195,0.0616,3.7282,0.0051,0.0101,0.2718,0
2018-01-01 00:38:50,0.2097,0.0595,3.6966,0.0262,0.0081,0.3034,0
2018-01-01 00:39:00,0.2429,0.0544,3.6936,0.002,0.0071,0.3064,0
2018-01-01 00:39:10,0.2034,0.0597,3.7257,0.002,0.0091,0.2743,0
2018-01-01 00:39:20,0.2111,0.0566,3.7162,0.003,0.0131,0.2838,0
2018-01-01 00:39:30,0.2375,0.0664,3.6759,0.005,0.0151,0.3241,0
2018-01-01 00:39:40,0.2129,0.0622,3.7159,0.002,0.006999999999999999,0.2841,0
2018-01-01 00:39:50,0.2624,0.0664,3.6581,0.002,0.0111,0.3419,0
2018-01-01 00:40:00,0.2447,0.0592,3.681,0.003,0.012,0.319,0
2018-01-01 00:40:10,0.2309,0.0642,3.6798,0.0141,0.011000000000000001,0.3202,0
2018-01-01 00:40:20,0.2275,0.0551,3.7044,0.003,0.01,0.2956,0
2018-01-01 00:40:30,0.2345,0.0543,3.6941,0.004,0.0131,0.3059,0
2018-01-01 00:40:40,0.2428,0.0403,3.7059,0.003,0.0081,0.2941,0
2018-01-01 00:40:50,0.2126,0.0514,3.7218,0.003,0.0111,0.2782,0
2018-01-01 00:41:00,0.2218,0.0504,3.7157,0.002,0.0101,0.2843,0
2018-01-01 00:41:10,0.254,0.066,3.6660000000000004,0.003,0.011000000000000001,0.33399999999999996,0
2018-01-01 00:41:20,0.2221,0.064,3.6909,0.005,0.018000000000000002,0.3091,0
2018-01-01 00:41:30,0.2129,0.0477,3.7262,0.0041,0.0091,0.2738,0
2018-01-01 00:41:40,0.2234,0.0553,3.7082,0.004,0.0091,0.2918,0
2018-01-01 00:41:50,0.2038,0.0555,3.7265,0.003,0.0111,0.2735,0
2018-01-01 00:42:00,0.2205,0.0534,3.6859,0.0262,0.0141,0.3141,0
2018-01-01 00:42:10,0.2307,0.0574,3.6927,0.0101,0.0091,0.3073,0
2018-01-01 00:42:20,0.2254,0.0561,3.7035,0.003,0.012,0.2965,0
2018-01-01 00:42:30,0.2523,0.0581,3.6566,0.022000000000000002,0.011000000000000001,0.3434,0
2018-01-01 00:42:40,0.2146,0.0516,3.7247,0.003,0.0061,0.2753,0
2018-01-01 00:42:50,0.2085,0.0514,3.7241,0.002,0.0141,0.2759,0
2018-01-01 00:43:00,0.1997,0.0466,3.7375,0.0051,0.0112,0.2625,0
2018-01-01 00:43:10,0.2255,0.0607,3.7016,0.003,0.0091,0.2984,0
2018-01-01 00:43:20,0.2068,0.0504,3.7257,0.0061,0.0111,0.2743,0
2018-01-01 00:43:30,0.2369,0.0572,3.6837,0.0141,0.008,0.3163,0
2018-01-01 00:43:40,0.2404,0.0523,3.6962,0.003,0.008,0.3038,0
2018-01-01 00:43:50,0.213,0.0464,3.7255,0.003,0.0121,0.2745,0
2018-01-01 00:44:00,0.2189,0.0605,3.6944,0.0171,0.0091,0.3056,0
2018-01-01 00:44:10,0.23,0.0633,3.6956,0.003,0.008,0.3044,0
2018-01-01 00:44:20,0.2184,0.0614,3.7072,0.002,0.0111,0.2928,0
2018-01-01 00:44:30,0.2338,0.0632,3.6910000000000003,0.003,0.009000000000000001,0.309,0
2018-01-01 00:44:40,0.2017,0.0615,3.6914,0.0323,0.0131,0.3086,0
2018-01-01 00:44:50,0.22699999999999998,0.0552,3.7057,0.003,0.009000000000000001,0.2943,0
2018-01-01 00:45:00,0.2339,0.0602,3.6898,0.003,0.0131,0.3102,0
2018-01-01 00:45:10,0.2278,0.0544,3.6715,0.0343,0.0121,0.3285,0
2018-01-01 00:45:20,0.2251,0.0503,3.7065,0.005,0.0131,0.2935,0
2018-01-01 00:45:30,0.23399999999999999,0.0645,3.6873,0.005,0.0091,0.3127,0
2018-01-01 00:45:40,0.2249,0.0532,3.7078,0.003,0.011000000000000001,0.2922,0
2018-01-01 00:45:50,0.4425,0.0702,3.4691,0.005,0.013000000000000001,0.5309,0
2018-01-01 00:46:00,0.3829,0.066,3.5291,0.006999999999999999,0.015,0.4709,0
2018-01-01 00:46:10,0.2899,0.0634,3.6366,0.003,0.006999999999999999,0.3634,0
2018-01-01 00:46:20,0.4083,0.0662,3.5014,0.008,0.0161,0.4986,0
2018-01-01 00:46:30,0.2429,0.0625,3.6744,0.0131,0.0071,0.3256,0
2018-01-01 00:46:40,0.1876,0.0522,3.7492,0.005,0.006,0.2508,0
2018-01-01 00:46:50,0.4337,0.0513,3.4918,0.004,0.0191,0.5082,0
2018-01-01 00:47:00,0.3244,0.0655,3.5929,0.003,0.0141,0.4071,0
2018-01-01 00:47:10,0.2394,0.0694,3.6811,0.002,0.008,0.3189,0
2018-01-01 00:47:20,0.5865,0.0576,3.3367,0.001,0.0182,0.6633,0
2018-01-01 00:47:30,0.243,0.0703,3.6676,0.003,0.0161,0.3324,0
2018-01-01 00:47:40,0.3042,0.0622,3.6215,0.0,0.012,0.3785,0
2018-01-01 00:47:50,0.4516,0.0512,3.4762,0.005,0.0161,0.5238,0
2018-01-01 00:48:00,0.4249,0.0753,3.4746,0.003,0.0221,0.5254,0
2018-01-01 00:48:10,0.3027,0.0644,3.5866,0.0292,0.0171,0.4134,0
2018-01-01 00:48:20,0.4567,0.0592,3.464,0.003,0.0171,0.536,0
2018-01-01 00:48:30,0.2881,0.0665,3.6031,0.0242,0.0181,0.3969,0
2018-01-01 00:48:40,0.2256,0.0526,3.7016,0.004,0.0162,0.2984,0
2018-01-01 00:48:50,0.2387,0.0516,3.6986,0.003,0.0081,0.3014,0
2018-01-01 00:49:00,0.4129,0.0695,3.5045,0.003,0.0101,0.4955,0
2018-01-01 00:49:10,0.2859,0.0642,3.6238,0.013999999999999999,0.012,0.3762,0
2018-01-01 00:49:20,0.4276,0.0631,3.4902,0.003,0.016,0.5098,0
2018-01-01 00:49:30,0.3603,0.0624,3.5603,0.006,0.0111,0.4397,0
2018-01-01 00:49:40,0.2408,0.055999999999999994,3.6832,0.006999999999999999,0.013000000000000001,0.3168,0
2018-01-01 00:49:50,0.2332,0.0563,3.6945,0.003,0.0131,0.3055,0
2018-01-01 00:50:00,0.2466,0.0664,3.6719,0.003,0.0121,0.3281,0
2018-01-01 00:50:10,0.2456,0.0682,3.6743,0.002,0.01,0.3257,0
2018-01-01 00:50:20,0.2454,0.0559,3.6698,0.018000000000000002,0.011000000000000001,0.3302,0
2018-01-01 00:50:30,0.2846,0.0641,3.6362,0.004,0.011000000000000001,0.3638,0
2018-01-01 00:50:40,0.2123,0.0614,3.7153,0.003,0.008,0.2847,0
2018-01-01 00:50:50,0.2182,0.0493,3.7185,0.003,0.0111,0.2815,0
