@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors,label
2018-01-01 00:10:00,4000000.0,6740.0,3.0,4000000.0,7071.0,4.0,0
2018-01-01 00:10:10,4000000.0,6691.0,1.0,4000000.0,7328.0,2.0,0
2018-01-01 00:10:20,4000000.0,6721.0,1.0,3000000.0,7005.0,7.0,0
2018-01-01 00:10:30,4000000.0,6753.0,0.0,4000000.0,7092.0,3.0,0
2018-01-01 00:10:40,4000000.0,6599.0,0.0,4000000.0,7186.0,2.0,0
2018-01-01 00:10:50,4000000.0,6759.0,0.0,4000000.0,7065.0,9.0,0
2018-01-01 00:11:00,4000000.0,6527.0,3.0,4000000.0,7083.0,7.0,0
2018-01-01 00:11:10,4000000.0,6888.0,1.0,3000000.0,6981.0,6.0,0
2018-01-01 00:11:20,4000000.0,6673.0,0.0,4000000.0,7372.0,3.0,0
2018-01-01 00:11:30,4000000.0,6739.0,1.0,4000000.0,7078.0,8.0,0
2018-01-01 00:11:40,4000000.0,6595.0,0.0,4000000.0,7027.0,5.0,0
2018-01-01 00:11:50,4000000.0,6605.0,3.0,4000000.0,7134.0,3.0,0
2018-01-01 00:12:00,4000000.0,6692.0,0.0,4000000.0,7021.0,7.0,0
2018-01-01 00:12:10,3000000.0,6557.0,1.0,3000000.0,6907.0,2.0,0
2018-01-01 00:12:20,4000000.0,6785.0,0.0,4000000.0,7153.0,7.0,0
2018-01-01 00:12:30,4000000.0,6684.0,1.0,4000000.0,7256.0,3.0,0
2018-01-01 00:12:40,4000000.0,6565.0,1.0,4000000.0,7137.0,4.0,0
2018-01-01 00:12:50,4000000.0,6656.0,1.0,4000000.0,6924.0,6.0,0
2018-01-01 00:13:00,4000000.0,6612.0,1.0,3000000.0,7086.0,4.0,0
2018-01-01 00:13:10,4000000.0,6679.0,1.0,4000000.0,7259.0,4.0,0
2018-01-01 00:13:20,4000000.0,6721.0,0.0,4000000.0,7346.0,2.0,0
2018-01-01 00:13:30,4000000.0,6652.0,2.0,4000000.0,7028.0,2.0,0
2018-01-01 00:13:40,4000000.0,6532.0,0.0,4000000.0,7156.0,3.0,0
2018-01-01 00:13:50,4000000.0,6634.0,1.0,4000000.0,7180.0,4.0,0
2018-01-01 00:14:00,3000000.0,7153.0,2.0,3000000.0,7873.0,1.0,0
2018-01-01 00:14:10,4000000.0,6863.0,0.0,3000000.0,7474.0,2.0,0
2018-01-01 00:14:20,4000000.0,6861.0,1.0,4000000.0,7148.0,3.0,0
2018-01-01 00:14:30,4000000.0,6803.0,1.0,4000000.0,7049.0,3.0,0
2018-01-01 00:14:40,4000000.0,6481.0,1.0,3000000.0,6963.0,5.0,0
2018-01-01 00:14:50,4000000.0,8784.0,0.0,4000000.0,8733.0,1.0,0
2018-01-01 00:15:00,4000000.0,6797.0,1.0,4000000.0,7203.0,8.0,0
2018-01-01 00:15:10,3000000.0,9687.0,0.0,3000000.0,9521.0,5.0,0
2018-01-01 00:15:20,3000000.0,13070.0,1.0,4000000.0,12436.0,0.0,0
2018-01-01 00:15:30,4000000.0,13388.0,1.0,3000000.0,12577.0,0.0,0
2018-01-01 00:15:40,3000000.0,11784.0,2.0,4000000.0,11287.0,1.0,0
2018-01-01 00:15:50,3000000.0,12677.0,1.0,3000000.0,12046.0,0.0,0
2018-01-01 00:16:00,3000000.0,13067.0,0.0,3000000.0,12335.0,0.0,0
2018-01-01 00:16:10,5000000.0,8238.0,1.0,4000000.0,8509.0,3.0,0
2018-01-01 00:16:20,4000000.0,7776.0,0.0,4000000.0,8066.0,4.0,0
2018-01-01 00:16:30,3000000.0,10098.0,0.0,3000000.0,9926.0,2.0,0
2018-01-01 00:16:40,4000000.0,9481.0,4.0,4000000.0,9643.0,0.0,0
2018-01-01 00:16:50,3000000.0,12542.0,0.0,3000000.0,11850.0,0.0,0
2018-01-01 00:17:00,3000000.0,13038.0,0.0,4000000.0,12246.0,0.0,0
2018-01-01 00:17:10,3000000.0,13369.0,1.0,3000000.0,12599.0,0.0,0
2018-01-01 00:17:20,4000000.0,8895.0,0.0,4000000.0,9082.0,4.0,0
2018-01-01 00:17:30,4000000.0,6720.0,3.0,4000000.0,7046.0,4.0,0
2018-01-01 00:17:40,4000000.0,6532.0,0.0,3000000.0,7064.0,4.0,0
2018-01-01 00:17:50,4000000.0,6658.0,1.0,4000000.0,7337.0,4.0,0
2018-01-01 00:18:00,4000000.0,6587.0,1.0,4000000.0,6892.0,4.0,0
2018-01-01 00:18:10,4000000.0,6811.0,0.0,4000000.0,7094.0,4.0,0
2018-01-01 00:18:20,4000000.0,6728.0,1.0,4000000.0,7410.0,3.0,0
2018-01-01 00:18:30,4000000.0,6678.0,2.0,4000000.0,7044.0,7.0,0
2018-01-01 00:18:40,4000000.0,6560.0,0.0,3000000.0,6980.0,4.0,0
2018-01-01 00:18:50,4000000.0,6666.0,0.0,4000000.0,7023.0,3.0,0
2018-01-01 00:19:00,4000000.0,6611.0,2.0,4000000.0,6988.0,6.0,0
2018-01-01 00:19:10,4000000.0,6697.0,1.0,4000000.0,7127.0,6.0,0
2018-01-01 00:19:20,3000000.0,6419.0,0.0,4000000.0,7083.0,5.0,0
2018-01-01 00:19:30,4000000.0,6540.0,1.0,3000000.0,7013.0,4.0,0
2018-01-01 00:19:40,4000000.0,6685.0,1.0,4000000.0,7241.0,4.0,0
2018-01-01 00:19:50,4000000.0,6488.0,1.0,4000000.0,7074.0,1.0,0
2018-01-01 00:20:00,4000000.0,6618.0,1.0,4000000.0,7127.0,6.0,0
2018-01-01 00:20:10,4000000.0,6787.0,1.0,4000000.0,7311.0,7.0,0
2018-01-01 00:20:20,4000000.0,6535.0,1.0,4000000.0,7057.0,4.0,0
2018-01-01 00:20:30,4000000.0,6438.0,0.0,3000000.0,6866.0,6.0,0
2018-01-01 00:20:40,4000000.0,6746.0,1.0,4000000.0,7206.0,4.0,0
2018-01-01 00:20:50,4000000.0,6595.0,1.0,4000000.0,7066.0,5.0,0
2018-01-01 00:21:00,4000000.0,6578.0,0.0,4000000.0,7222.0,4.0,0
2018-01-01 00:21:10,3000000.0,6720.0,2.0,4000000.0,7056.0,5.0,0
2018-01-01 00:21:20,4000000.0,6639.0,1.0,4000000.0,7013.0,4.0,0
2018-01-01 00:21:30,4000000.0,6509.0,0.0,3000000.0,7033.0,5.0,0
2018-01-01 00:21:40,4000000.0,6640.0,1.0,4000000.0,7235.0,3.0,0
2018-01-01 00:21:50,4000000.0,6555.0,1.0,4000000.0,6944.0,4.0,0
2018-01-01 00:22:00,4000000.0,6714.0,2.0,4000000.0,7160.0,6.0,0
2018-01-01 00:22:10,4000000.0,6908.0,0.0,4000000.0,7106.0,7.0,0
2018-01-01 00:22:20,4000000.0,6685.0,1.0,4000000.0,6970.0,3.0,0
2018-01-01 00:22:30,4000000.0,6629.0,1.0,4000000.0,7208.0,4.0,0
2018-01-01 00:22:40,4000000.0,6707.0,1.0,3000000.0,7187.0,4.0,0
2018-01-01 00:22:50,4000000.0,6782.0,0.0,4000000.0,7158.0,5.0,0
2018-01-01 00:23:00,4000000.0,6742.0,1.0,4000000.0,7262.0,1.0,0
2018-01-01 00:23:10,4000000.0,6806.0,2.0,4000000.0,7107.0,7.0,0
2018-01-01 00:23:20,4000000.0,6683.0,0.0,4000000.0,7258.0,5.0,0
2018-01-01 00:23:30,4000000.0,6761.0,1.0,4000000.0,7152.0,8.0,0
2018-01-01 00:23:40,4000000.0,6796.0,1.0,4000000.0,7118.0,6.0,0
2018-01-01 00:23:50,4000000.0,6555.0,1.0,3000000.0,7091.0,7.0,0
2018-01-01 00:24:00,4000000.0,6719.0,1.0,4000000.0,7199.0,4.0,0
2018-01-01 00:24:10,4000000.0,6392.0,1.0,4000000.0,6923.0,7.0,0
2018-01-01 00:24:20,4000000.0,6690.0,1.0,4000000.0,7284.0,5.0,0
2018-01-01 00:24:30,4000000.0,6651.0,1.0,4000000.0,6908.0,2.0,0
2018-01-01 00:24:40,4000000.0,6717.0,0.0,4000000.0,7247.0,8.0,0
2018-01-01 00:24:50,3000000.0,6613.0,1.0,3000000.0,7196.0,3.0,0
2018-01-01 00:25:00,4000000.0,6508.0,1.0,4000000.0,7077.0,1.0,0
2018-01-01 00:25:10,4000000.0,6712.0,1.0,4000000.0,7183.0,5.0,0
2018-01-01 00:25:20,4000000.0,6723.0,1.0,4000000.0,7218.0,3.0,0
2018-01-01 00:25:30,4000000.0,6560.0,1.0,4000000.0,7151.0,4.0,0
2018-01-01 00:25:40,4000000.0,6596.0,1.0,4000000.0,7122.0,6.0,0
2018-01-01 00:25:50,4000000.0,6664.0,0.0,3000000.0,7121.0,6.0,0
2018-01-01 00:26:00,4000000.0,6577.0,1.0,4000000.0,7143.0,3.0,0
2018-01-01 00:26:10,4000000.0,6677.0,1.0,4000000.0,7343.0,2.0,0
2018-01-01 00:26:20,4000000.0,6557.0,1.0,4000000.0,6989.0,5.0,0
2018-01-01 00:26:30,4000000.0,6694.0,1.0,4000000.0,7039.0,8.0,0
2018-01-01 00:26:40,4000000.0,6694.0,1.0,4000000.0,7244.0,5.0,0
2018-01-01 00:26:50,4000000.0,6928.0,0.0,4000000.0,7244.0,6.0,0
2018-01-01 00:27:00,4000000.0,6413.0,1.0,4000000.0,7109.0,7.0,0
2018-01-01 00:27:10,4000000.0,6846.0,1.0,4000000.0,7176.0,6.0,0
2018-01-01 00:27:20,4000000.0,6811.0,1.0,3000000.0,7365.0,2.0,0
2018-01-01 00:27:30,4000000.0,6679.0,1.0,4000000.0,7090.0,6.0,0
2018-01-01 00:27:40,4000000.0,6561.0,1.0,4000000.0,7047.0,3.0,0
2018-01-01 00:27:50,3000000.0,6555.0,0.0,4000000.0,7102.0,4.0,0
2018-01-01 00:28:00,4000000.0,6682.0,1.0,4000000.0,7250.0,6.0,0
2018-01-01 00:28:10,4000000.0,6642.0,2.0,4000000.0,7285.0,3.0,0
2018-01-01 00:28:20,4000000.0,6648.0,0.0,4000000.0,7081.0,3.0,0
2018-01-01 00:28:30,4000000.0,6605.0,0.0,3000000.0,6983.0,3.0,0
2018-01-01 00:28:40,4000000.0,6678.0,0.0,4000000.0,7269.0,4.0,0
2018-01-01 00:28:50,4000000.0,6674.0,1.0,4000000.0,7304.0,6.0,0
2018-01-01 00:29:00,4000000.0,6664.0,0.0,4000000.0,6992.0,4.0,0
2018-01-01 00:29:10,4000000.0,6570.0,1.0,4000000.0,7128.0,5.0,0
2018-01-01 00:29:20,3000000.0,7239.0,2.0,3000000.0,8031.0,3.0,0
2018-01-01 00:29:30,4000000.0,6638.0,1.0,3000000.0,7338.0,1.0,0
2018-01-01 00:29:40,4000000.0,6873.0,0.0,4000000.0,7611.0,6.0,0
2018-01-01 00:29:50,4000000.0,6812.0,1.0,4000000.0,7032.0,8.0,0
2018-01-01 00:30:00,4000000.0,6810.0,0.0,4000000.0,7294.0,3.0,0
2018-01-01 00:30:10,4000000.0,6704.0,2.0,3000000.0,7243.0,3.0,0
2018-01-01 00:30:20,4000000.0,8757.0,0.0,4000000.0,8702.0,5.0,0
2018-01-01 00:30:30,4000000.0,6818.0,2.0,4000000.0,7419.0,6.0,0
2018-01-01 00:30:40,3000000.0,9097.0,0.0,3000000.0,9390.0,5.0,0
2018-01-01 00:30:50,4000000.0,12425.0,1.0,4000000.0,11886.0,1.0,0
2018-01-01 00:31:00,3000000.0,11220.0,2.0,3000000.0,11067.0,2.0,0
2018-01-01 00:31:10,4000000.0,6996.0,0.0,4000000.0,7380.0,6.0,0
2018-01-01 00:31:20,4000000.0,7219.0,0.0,4000000.0,7550.0,5.0,0
2018-01-01 00:31:30,3000000.0,12760.0,1.0,3000000.0,11901.0,0.0,0
2018-01-01 00:31:40,4000000.0,9034.0,2.0,4000000.0,9461.0,4.0,0
2018-01-01 00:31:50,4000000.0,13301.0,2.0,3000000.0,12517.0,0.0,0
2018-01-01 00:32:00,3000000.0,12520.0,0.0,3000000.0,11961.0,0.0,0
2018-01-01 00:32:10,4000000.0,7748.0,0.0,4000000.0,8086.0,2.0,0
2018-01-01 00:32:20,4000000.0,8336.0,0.0,4000000.0,8670.0,2.0,0
2018-01-01 00:32:30,3000000.0,11214.0,2.0,3000000.0,10951.0,2.0,0
2018-01-01 00:32:40,4000000.0,8983.0,2.0,4000000.0,9235.0,3.0,0
2018-01-01 00:32:50,4000000.0,13666.0,1.0,4000000.0,12766.0,0.0,0
2018-01-01 00:33:00,3000000.0,12870.0,0.0,3000000.0,12216.0,0.0,0
2018-01-01 00:33:10,3000000.0,12949.0,0.0,3000000.0,12197.0,0.0,0
2018-01-01 00:33:20,4000000.0,8164.0,0.0,4000000.0,8480.0,3.0,0
2018-01-01 00:33:30,4000000.0,6655.0,2.0,4000000.0,6996.0,5.0,0
2018-01-01 00:33:40,4000000.0,6728.0,3.0,4000000.0,6989.0,5.0,0
2018-01-01 00:33:50,4000000.0,6615.0,0.0,3000000.0,7003.0,8.0,0
2018-01-01 00:34:00,4000000.0,6508.0,0.0,4000000.0,6930.0,5.0,0
2018-01-01 00:34:10,3000000.0,6619.0,0.0,4000000.0,7133.0,5.0,0
2018-01-01 00:34:20,4000000.0,6670.0,1.0,4000000.0,7221.0,5.0,0
2018-01-01 00:34:30,4000000.0,6881.0,2.0,4000000.0,7537.0,6.0,0
2018-01-01 00:34:40,4000000.0,6487.0,2.0,4000000.0,6946.0,6.0,0
2018-01-01 00:34:50,4000000.0,6664.0,0.0,3000000.0,7122.0,6.0,0
2018-01-01 00:35:00,4000000.0,6675.0,0.0,4000000.0,7142.0,4.0,0
2018-01-01 00:35:10,4000000.0,6658.0,1.0,4000000.0,7196.0,5.0,0
2018-01-01 00:35:20,4000000.0,6589.0,0.0,4000000.0,7070.0,4.0,0
2018-01-01 00:35:30,4000000.0,6697.0,1.0,4000000.0,6938.0,6.0,0
2018-01-01 00:35:40,4000000.0,6560.0,2.0,4000000.0,7263.0,4.0,0
2018-01-01 00:35:50,4000000.0,6501.0,1.0,3000000.0,7098.0,6.0,0
2018-01-01 00:36:00,4000000.0,6545.0,0.0,4000000.0,7066.0,4.0,0
2018-01-01 00:36:10,4000000.0,6754.0,0.0,4000000.0,7092.0,4.0,0
2018-01-01 00:36:20,3000000.0,6638.0,0.0,4000000.0,6896.0,7.0,0
2018-01-01 00:36:30,4000000.0,6479.0,1.0,3000000.0,7057.0,3.0,0
2018-01-01 00:36:40,4000000.0,6639.0,2.0,4000000.0,7157.0,3.0,0
2018-01-01 00:36:50,4000000.0,6644.0,2.0,4000000.0,7342.0,5.0,0
2018-01-01 00:37:00,4000000.0,6652.0,0.0,4000000.0,7137.0,7.0,0
2018-01-01 00:37:10,4000000.0,6706.0,0.0,4000000.0,7184.0,3.0,0
2018-01-01 00:37:20,4000000.0,6594.0,1.0,4000000.0,7037.0,6.0,0
2018-01-01 00:37:30,4000000.0,6836.0,2.0,4000000.0,7169.0,2.0,0
2018-01-01 00:37:40,4000000.0,6695.0,0.0,3000000.0,7171.0,4.0,0
2018-01-01 00:37:50,4000000.0,6594.0,2.0,4000000.0,7009.0,5.0,0
2018-01-01 00:38:00,4000000.0,6502.0,0.0,4000000.0,7124.0,3.0,0
2018-01-01 00:38:10,4000000.0,6713.0,0.0,4000000.0,7116.0,6.0,0
2018-01-01 00:38:20,4000000.0,6769.0,2.0,4000000.0,7146.0,5.0,0
2018-01-01 00:38:30,4000000.0,6680.0,1.0,4000000.0,7151.0,4.0,0
2018-01-01 00:38:40,4000000.0,6660.0,0.0,3000000.0,7047.0,8.0,0
2018-01-01 00:38:50,4000000.0,6631.0,2.0,4000000.0,7201.0,5.0,0
2018-01-01 00:39:00,3000000.0,6700.0,0.0,4000000.0,7163.0,3.0,0
2018-01-01 00:39:10,4000000.0,6649.0,1.0,4000000.0,7145.0,5.0,0
2018-01-01 00:39:20,4000000.0,6790.0,1.0,4000000.0,7276.0,5.0,0
2018-01-01 00:39:30,4000000.0,6652.0,1.0,4000000.0,7218.0,5.0,0
2018-01-01 00:39:40,4000000.0,6597.0,2.0,4000000.0,7017.0,8.0,0
2018-01-01 00:39:50,4000000.0,6836.0,0.0,4000000.0,7208.0,7.0,0
2018-01-01 00:40:00,4000000.0,6565.0,0.0,3000000.0,7164.0,5.0,0
2018-01-01 00:40:10,4000000.0,6499.0,2.0,4000000.0,7065.0,2.0,0
2018-01-01 00:40:20,4000000.0,6610.0,1.0,4000000.0,7259.0,4.0,0
2018-01-01 00:40:30,4000000.0,6667.0,1.0,4000000.0,7007.0,4.0,0
2018-01-01 00:40:40,4000000.0,6494.0,1.0,4000000.0,7163.0,2.0,0
2018-01-01 00:40:50,4000000.0,6529.0,0.0,4000000.0,7033.0,6.0,0
2018-01-01 00:41:00,4000000.0,6704.0,1.0,3000000.0,7194.0,7.0,0
2018-01-01 00:41:10,4000000.0,6562.0,1.0,4000000.0,7052.0,4.0,0
2018-01-01 00:41:20,3000000.0,6784.0,2.0,4000000.0,7180.0,5.0,0
2018-01-01 00:41:30,4000000.0,6645.0,0.0,4000000.0,7172.0,4.0,0
2018-01-01 00:41:40,4000000.0,6615.0,1.0,4000000.0,7027.0,8.0,0
2018-01-01 00:41:50,4000000.0,6442.0,1.0,3000000.0,7017.0,7.0,0
2018-01-01 00:42:00,4000000.0,6712.0,1.0,4000000.0,7248.0,1.0,0
2018-01-01 00:42:10,4000000.0,6470.0,1.0,4000000.0,6974.0,8.0,0
2018-01-01 00:42:20,4000000.0,6610.0,1.0,4000000.0,6925.0,7.0,0
2018-01-01 00:42:30,4000000.0,6650.0,0.0,4000000.0,7247.0,4.0,0
2018-01-01 00:42:40,4000000.0,6683.0,1.0,3000000.0,7047.0,4.0,0
2018-01-01 00:42:50,4000000.0,6746.0,1.0,4000000.0,7145.0,4.0,0
2018-01-01 00:43:00,4000000.0,6616.0,1.0,4000000.0,7109.0,4.0,0
2018-01-01 00:43:10,4000000.0,6566.0,0.0,4000000.0,7037.0,5.0,0
2018-01-01 00:43:20,3000000.0,6621.0,2.0,4000000.0,7170.0,1.0,0
2018-01-01 00:43:30,4000000.0,6686.0,0.0,4000000.0,7077.0,5.0,0
2018-01-01 00:43:40,4000000.0,6768.0,2.0,3000000.0,7089.0,5.0,0
2018-01-01 00:43:50,4000000.0,6554.0,1.0,4000000.0,7170.0,5.0,0
2018-01-01 00:44:00,4000000.0,6553.0,0.0,4000000.0,7031.0,5.0,0
2018-01-01 00:44:10,4000000.0,6544.0,2.0,4000000.0,7155.0,3.0,0
2018-01-01 00:44:20,4000000.0,6600.0,0.0,4000000.0,6927.0,6.0,0
2018-01-01 00:44:30,4000000.0,6554.0,2.0,3000000.0,7032.0,4.0,0
2018-01-01 00:44:40,4000000.0,6800.0,0.0,4000000.0,7242.0,5.0,0
2018-01-01 00:44:50,4000000.0,6454.0,1.0,4000000.0,6946.0,6.0,0
2018-01-01 00:45:00,4000000.0,6852.0,1.0,4000000.0,7306.0,5.0,0
2018-01-01 00:45:10,4000000.0,6639.0,1.0,4000000.0,7321.0,4.0,0
2018-01-01 00:45:20,4000000.0,6643.0,1.0,4000000.0,7089.0,5.0,0
2018-01-01 00:45:30,4000000.0,6759.0,1.0,4000000.0,7444.0,6.0,0
2018-01-01 00:45:40,4000000.0,6681.0,0.0,3000000.0,6950.0,8.0,0
2018-01-01 00:45:50,3000000.0,8844.0,2.0,4000000.0,8834.0,4.0,0
2018-01-01 00:46:00,4000000.0,6903.0,0.0,4000000.0,7272.0,1.0,0
2018-01-01 00:46:10,4000000.0,9209.0,1.0,3000000.0,9311.0,1.0,0
2018-01-01 00:46:20,4000000.0,10502.0,1.0,4000000.0,10292.0,2.0,0
2018-01-01 00:46:30,3000000.0,6313.0,0.0,4000000.0,6703.0,9.0,0
2018-01-01 00:46:40,4000000.0,5398.0,3.0,3000000.0,5654.0,13.0,0
2018-01-01 00:46:50,3000000.0,11405.0,0.0,3000000.0,10785.0,4.0,0
2018-01-01 00:47:00,3000000.0,13180.0,0.0,3000000.0,12420.0,0.0,0
2018-01-01 00:47:10,4000000.0,8639.0,2.0,4000000.0,8955.0,4.0,0
2018-01-01 00:47:20,3000000.0,12418.0,0.0,3000000.0,11889.0,1.0,0
2018-01-01 00:47:30,4000000.0,8739.0,2.0,4000000.0,8967.0,2.0,0
2018-01-01 00:47:40,4000000.0,8305.0,1.0,4000000.0,8571.0,1.0,0
2018-01-01 00:47:50,3000000.0,9510.0,0.0,3000000.0,9360.0,1.0,0
2018-01-01 00:48:00,4000000.0,12894.0,1.0,3000000.0,12228.0,0.0,0
2018-01-01 00:48:10,3000000.0,9849.0,1.0,4000000.0,9915.0,3.0,0
2018-01-01 00:48:20,3000000.0,12308.0,1.0,3000000.0,11772.0,0.0,0
2018-01-01 00:48:30,4000000.0,13113.0,1.0,4000000.0,12350.0,0.0,0
2018-01-01 00:48:40,3000000.0,10243.0,1.0,3000000.0,10244.0,2.0,0
2018-01-01 00:48:50,5000000.0,7255.0,0.0,4000000.0,7593.0,5.0,0
2018-01-01 00:49:00,3000000.0,8708.0,1.0,3000000.0,8685.0,2.0,0
2018-01-01 00:49:10,4000000.0,8740.0,0.0,4000000.0,9108.0,1.0,0
2018-01-01 00:49:20,4000000.0,9152.0,2.0,4000000.0,9353.0,2.0,0
2018-01-01 00:49:30,3000000.0,7042.0,2.0,4000000.0,7370.0,5.0,0
2018-01-01 00:49:40,4000000.0,6573.0,0.0,3000000.0,7068.0,5.0,0
2018-01-01 00:49:50,4000000.0,6584.0,1.0,4000000.0,7159.0,6.0,0
2018-01-01 00:50:00,4000000.0,6668.0,0.0,4000000.0,7150.0,3.0,0
2018-01-01 00:50:10,4000000.0,6625.0,1.0,4000000.0,7331.0,5.0,0
2018-01-01 00:50:20,4000000.0,6736.0,1.0,4000000.0,7041.0,5.0,0
2018-01-01 00:50:30,4000000.0,6697.0,2.0,3000000.0,7328.0,4.0,0
2018-01-01 00:50:40,4000000.0,6540.0,0.0,4000000.0,7033.0,4.0,0
2018-01-01 00:50:50,4000000.0,6617.0,1.0,4000000.0,7169.0,3.0,0
2018-01-01 00:51:00,4000000.0,6988.0,0.0,4000000.0,7156.0,3.0,0
2018-01-01 00:51:10,4000000.0,6585.0,1.0,4000000.0,7387.0,3.0,0
